data_size(MB),time(ms)
6,0.206
4,0.161
8,0.257
12,0.357
16,0.456
128,3.160
136,3.350
192,4.630
20,0.573
392,9.235
10,0.323
64,1.648
70,1.789
96,2.412
2,0.101
196,4.739
72,1.830
14,0.408
3,0.238
7,0.232
32,0.864
37,0.998
48,1.258
1,0.077
5,0.184
98,2.458
40,1.136
11,0.336
24,0.677
0,0.065
50,1.330
9,0.298
256,6.182
272,6.530
384,9.052
786,18.372
140,3.455
144,3.544
28,0.772
74,1.875
80,2.065
22,0.617
41,1.088
23,0.645
15,0.432
19,0.543
512,12.092
544,12.787
768,17.845
1572,36.410
280,6.727
288,6.885
56,1.462
148,3.635
160,3.896
44,1.172
82,2.087
18,0.514
46,1.220
30,0.814
38,1.030
1024,23.744
1088,25.231
1536,35.556
3142,72.858
560,13.149
576,13.481
112,2.811
296,7.100
320,7.661
88,2.222
164,4.027
36,0.965
92,2.329
60,1.553
76,1.952
