data_size(MB),time(ms)
42,0.675
28,0.481
56,0.871
84,1.135
112,1.484
448,5.587
504,6.275
672,8.324
140,2.791
392,7.670
70,0.961
224,2.847
266,3.378
336,4.228
14,0.286
196,3.880
280,3.540
98,1.974
21,0.386
49,0.771
147,1.914
168,2.167
7,0.185
35,0.575
77,1.561
10,0.244
38,0.623
87,1.174
3,0.132
31,0.548
50,1.554
80,1.634
52,0.815
66,1.376
24,0.433
896,11.052
1008,12.424
1344,16.510
786,15.309
532,6.621
560,6.961
294,3.715
154,3.052
175,2.253
63,0.958
161,3.183
105,1.393
133,2.642
1792,21.974
2016,24.715
2688,1000000000.000
1572,30.602
1064,13.107
1120,13.784
588,7.302
308,6.039
350,4.398
126,1.650
322,6.295
210,2.685
3584,1000000000.000
4032,1000000000.000
5376,1000000000.000
3142,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,15.273
1176,14.466
616,12.047
700,8.665
252,3.203
644,12.592
420,5.238
