data_size(MB),time(ms)
42,1.177
28,0.621
56,1.123
84,1.597
112,2.071
448,7.467
504,8.329
672,11.173
140,4.106
392,10.311
70,1.354
224,3.874
266,4.545
336,5.591
14,0.366
196,5.539
280,4.800
98,3.022
21,0.491
49,1.005
147,2.631
168,2.985
7,0.234
35,0.748
77,2.424
10,0.300
38,0.809
87,1.662
3,0.182
31,0.686
50,1.639
80,2.519
52,1.062
66,2.122
24,0.558
896,14.552
1008,16.289
1344,22.032
786,20.294
532,8.773
560,9.227
294,5.004
154,4.485
175,3.102
63,1.252
161,4.709
105,1.942
133,3.916
1792,29.037
2016,32.949
2688,43.315
1572,39.743
1064,17.226
1120,18.410
588,9.621
308,8.412
350,5.847
126,2.290
322,8.728
210,3.683
3584,57.852
4032,65.727
5376,1000000000.000
3142,76.852
2128,34.756
2240,36.144
784,20.053
1176,19.100
616,15.991
700,11.522
252,4.445
644,16.739
420,7.013
