data_size(MB),time(ms)
15,0.305
10,0.244
20,0.669
30,0.508
40,0.641
256,3.301
276,3.493
384,4.818
50,1.554
1002,19.540
25,0.439
128,1.675
143,1.858
192,2.462
5,0.158
502,9.819
148,1.922
35,0.575
7,0.185
17,0.338
64,0.972
76,1.541
96,1.281
2,0.115
12,0.258
250,4.937
84,1.135
27,0.882
13,0.283
32,0.535
43,0.689
48,0.756
1,0.102
11,0.396
126,1.650
52,0.815
28,0.481
18,0.347
23,0.750
8,0.219
60,0.918
80,1.634
512,6.378
552,6.867
768,9.507
100,2.014
2004,39.064
286,3.615
296,3.740
70,0.961
153,1.982
168,2.167
55,1.691
86,1.162
22,0.721
104,1.385
57,1.767
37,0.608
47,1.474
120,1.578
160,2.070
1024,12.637
1104,13.608
1536,18.878
200,3.959
4008,1000000000.000
572,7.134
592,7.354
140,2.791
306,3.861
336,4.228
110,2.200
173,2.230
45,0.723
208,2.663
115,2.306
75,1.019
95,1.915
240,3.055
320,4.033
2048,25.157
2208,1000000000.000
3072,1000000000.000
400,7.839
8016,1000000000.000
1144,14.100
1184,14.604
280,3.540
612,7.596
672,8.324
220,4.327
346,4.353
90,1.207
416,5.219
230,4.519
150,1.940
190,3.741
