data_size(MB),time(ms)
42,1.116
28,0.772
56,1.462
84,2.132
112,2.811
448,10.566
504,11.830
672,15.734
140,3.455
392,9.235
70,1.789
224,5.421
266,6.407
336,8.025
14,0.408
196,4.739
280,6.727
98,2.458
21,0.601
49,1.305
147,3.637
168,4.102
7,0.232
35,0.946
77,1.963
10,0.323
38,1.030
87,2.210
3,0.238
31,0.852
50,1.330
80,2.065
52,1.375
66,1.719
24,0.677
896,20.982
1008,23.491
1344,31.089
786,18.372
532,12.491
560,13.149
294,7.042
154,3.790
175,4.275
63,1.626
161,3.975
105,2.626
133,3.264
1792,41.232
2016,46.252
2688,62.054
1572,36.410
1064,24.876
1120,25.888
588,13.837
308,7.396
350,8.346
126,3.113
322,7.710
210,5.118
3584,82.086
4032,92.640
5376,1000000000.000
3142,72.858
2128,48.904
2240,51.526
784,18.067
1176,27.264
616,14.484
700,16.329
252,6.084
644,15.229
420,10.056
