data_size(MB),time(ms)
42,13.415
28,8.731
56,17.686
84,27.046
112,36.823
448,75.473
504,84.393
672,111.770
140,22.987
392,64.392
70,21.740
224,38.284
266,44.944
336,55.508
14,4.646
196,33.855
280,47.562
98,31.866
21,6.397
49,15.711
147,24.634
168,28.694
7,2.204
35,11.035
77,24.379
10,3.493
38,12.191
87,28.609
3,1.040
31,9.840
50,15.902
80,25.674
52,16.734
66,20.681
24,7.606
896,149.092
1008,167.761
1344,221.973
786,129.238
532,88.093
560,92.322
294,49.461
154,25.624
175,30.355
63,20.009
161,27.075
105,34.494
133,21.738
1792,296.914
2016,334.510
2688,444.418
1572,259.511
1064,176.221
1120,184.849
588,96.681
308,51.160
350,58.326
126,41.403
322,53.867
210,35.986
3584,595.163
4032,669.995
5376,1000000000.000
3142,517.726
2128,351.902
2240,372.102
784,131.125
1176,194.524
616,100.436
700,118.180
252,42.989
644,105.337
420,70.187
