data_size(MB),time(ms)
6,8.014
4,5.434
8,11.187
12,16.465
16,22.028
128,179.530
136,191.646
192,268.397
20,28.618
392,568.470
10,14.520
64,89.716
70,99.229
96,134.872
2,2.463
196,282.498
72,100.787
14,19.371
3,4.433
7,9.792
32,43.969
37,51.190
48,66.293
1,1.059
5,6.416
98,142.093
40,55.841
11,15.269
24,34.903
0,1.440
50,71.655
9,13.581
256,359.193
272,380.942
384,538.545
786,1134.333
140,204.298
144,200.798
28,38.542
74,103.493
80,115.671
22,30.768
41,57.146
23,32.075
15,20.714
19,26.376
512,717.029
544,760.864
768,1078.180
1572,2280.162
280,402.002
288,401.591
56,79.926
148,206.278
160,223.864
44,62.005
82,114.264
18,24.574
46,64.381
30,41.544
38,53.218
1024,1439.479
1088,1526.624
1536,2154.869
3142,4542.983
560,810.006
576,804.470
112,159.393
296,415.767
320,449.165
88,122.118
164,230.279
36,50.099
92,128.175
60,83.018
76,106.297
