data_size(MB),time(ms)
6,34.984
4,23.507
8,46.771
12,70.444
16,94.938
128,753.589
136,800.476
192,1130.007
20,414.517
392,9038.763
10,60.907
64,376.608
70,407.638
96,566.370
2,11.658
196,4523.230
72,424.164
14,81.185
3,21.437
7,41.785
32,187.531
37,218.247
48,282.409
1,5.761
5,29.648
98,2254.147
40,235.589
11,64.551
24,143.014
0,2.655
50,1148.339
9,151.024
256,1507.824
272,1602.142
384,2259.132
786,1000000000.000
140,3215.280
144,847.837
28,163.434
74,436.023
80,1289.480
22,129.457
41,241.293
23,135.232
15,87.608
19,303.363
512,3018.626
544,1000000000.000
768,1000000000.000
1572,1000000000.000
280,1628.937
288,1694.855
56,326.373
148,871.394
160,942.832
44,259.958
82,482.707
18,105.669
46,270.256
30,176.305
38,224.700
1024,1000000000.000
1088,1000000000.000
1536,1000000000.000
3142,1000000000.000
560,1000000000.000
576,1000000000.000
112,650.430
296,1743.299
320,1884.737
88,518.432
164,966.006
36,211.888
92,541.847
60,352.767
76,1216.292
