data_size(MB),time(ms)
15,2.829
10,2.027
20,3.552
30,5.016
40,6.650
256,45.700
276,49.386
384,72.063
50,15.865
1002,311.990
25,4.241
128,21.383
143,23.881
192,32.955
5,1.059
502,156.147
148,24.775
35,5.826
7,1.439
17,3.259
64,10.668
76,33.966
96,16.042
2,0.469
12,2.328
250,78.565
84,14.015
27,12.069
13,2.377
32,5.304
43,7.128
48,7.926
1,0.261
11,5.043
126,21.203
52,8.752
28,4.693
18,3.346
23,10.339
8,1.615
60,9.967
80,35.889
512,98.698
552,104.099
768,148.584
100,44.569
2004,1000000000.000
286,50.569
296,52.784
70,11.711
153,25.638
168,28.753
55,24.604
86,14.415
22,9.891
104,17.803
57,25.458
37,6.108
47,21.099
120,19.904
160,27.031
1024,204.863
1104,1000000000.000
1536,1000000000.000
200,89.709
4008,1000000000.000
572,107.002
592,111.441
140,23.462
306,54.325
336,60.474
110,49.076
173,29.585
45,7.408
208,35.296
115,51.345
75,12.371
95,42.281
240,41.739
320,57.838
2048,1000000000.000
2208,1000000000.000
3072,1000000000.000
400,177.923
8016,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,49.134
612,115.454
672,126.706
220,98.160
346,62.871
90,14.943
416,78.228
230,102.620
150,25.140
190,84.148
