data_size(MB),time(ms)
15,10.650
10,7.305
20,18.736
30,24.285
40,27.681
256,177.842
276,190.530
384,266.158
50,56.240
1002,1154.158
25,17.761
128,89.277
143,98.853
192,132.607
5,3.432
502,579.075
148,102.638
35,24.324
7,5.216
17,11.997
64,44.075
76,93.116
96,65.657
2,1.400
12,8.696
250,286.372
84,59.419
27,33.876
13,9.452
32,21.847
43,30.212
48,33.544
1,0.725
11,14.216
126,89.221
52,36.880
28,19.005
18,12.732
23,28.139
8,5.711
60,41.588
80,97.204
512,353.031
552,382.476
768,530.090
100,113.242
2004,2295.991
286,197.678
296,206.112
70,49.513
153,106.369
168,118.492
55,66.329
86,60.219
22,26.423
104,72.496
57,68.794
37,25.294
47,58.141
120,82.302
160,110.648
1024,706.935
1104,762.969
1536,1063.069
200,228.187
4008,3714.631
572,394.774
592,412.756
140,129.079
306,212.154
336,237.002
110,133.358
173,121.276
45,31.295
208,144.338
115,138.803
75,51.938
95,115.902
240,165.955
320,221.176
2048,1410.303
2208,1520.877
3072,2119.275
400,459.632
8016,1000000000.000
1144,793.446
1184,819.295
280,197.690
612,422.650
672,474.527
220,270.279
346,240.301
90,61.988
416,287.811
230,282.751
150,102.947
190,232.620
