data_size(MB),time(ms)
15,4.949
10,3.493
20,6.163
30,9.507
40,12.758
256,43.461
276,46.719
384,63.324
50,15.902
1002,165.765
25,7.746
128,20.963
143,23.660
192,33.620
5,1.563
502,83.537
148,24.800
35,11.035
7,2.204
17,5.345
64,20.490
76,24.289
96,31.377
2,0.599
12,3.934
250,42.504
84,27.046
27,8.594
13,4.129
32,10.142
43,13.799
48,15.294
1,0.329
11,3.670
126,41.403
52,16.734
28,8.731
18,5.854
23,7.156
8,2.528
60,19.273
80,25.674
512,85.524
552,91.650
768,129.441
100,32.784
2004,330.902
286,48.261
296,49.932
70,21.740
153,25.520
168,28.694
55,17.416
86,28.774
22,6.859
104,33.850
57,18.489
37,11.736
47,15.206
120,39.742
160,27.176
1024,170.508
1104,182.744
1536,255.156
200,34.273
4008,662.779
572,94.468
592,97.682
140,22.987
306,51.190
336,55.508
110,36.024
173,29.849
45,14.391
208,35.784
115,37.724
75,23.666
95,30.878
240,41.055
320,53.073
2048,341.035
2208,368.035
3072,512.287
400,65.668
8016,1000000000.000
1144,190.041
1184,197.442
280,47.562
612,100.919
672,111.770
220,37.566
346,57.387
90,29.469
416,69.843
230,39.178
150,25.081
190,32.960
