data_size(MB),time(ms)
6,1.621
4,0.693
8,1.263
12,1.893
16,2.420
128,21.260
136,22.620
192,32.433
20,2.717
392,98.691
10,1.544
64,8.360
70,9.256
96,15.062
2,0.405
196,49.355
72,9.632
14,2.049
3,0.625
7,1.116
32,4.678
37,4.987
48,6.422
1,0.276
5,0.815
98,25.280
40,5.527
11,2.647
24,3.258
0,0.300
50,9.723
9,2.105
256,44.351
272,47.151
384,67.297
786,202.689
140,22.482
144,23.441
28,3.741
74,10.367
80,20.572
22,5.196
41,5.668
23,5.425
15,2.310
19,4.459
512,90.028
544,96.065
768,136.838
1572,475.530
280,48.469
288,49.776
56,7.457
148,23.844
160,26.534
44,10.045
82,11.838
18,2.706
46,10.504
30,4.380
38,5.256
1024,183.338
1088,194.641
1536,276.111
3142,955.239
560,98.482
576,102.039
112,18.377
296,51.049
320,55.766
88,22.795
164,27.496
36,5.201
92,24.010
60,7.976
76,19.307
