data_size(MB),time(ms)
15,87.608
10,60.907
20,414.517
30,176.305
40,235.589
256,1507.824
276,1620.845
384,2259.132
50,1148.339
1002,1000000000.000
25,147.231
128,753.589
143,840.267
192,1130.007
5,29.648
502,11587.908
148,871.394
35,203.414
7,41.785
17,102.836
64,376.608
76,1216.292
96,566.370
2,11.658
12,70.444
250,5789.738
84,488.611
27,634.768
13,80.629
32,187.531
43,253.905
48,282.409
1,5.761
11,64.551
126,732.921
52,305.278
28,163.434
18,105.669
23,135.232
8,46.771
60,352.767
80,1289.480
512,3018.626
552,1000000000.000
768,1000000000.000
100,2304.945
2004,1000000000.000
286,1678.383
296,1743.299
70,407.638
153,900.444
168,976.763
55,1268.333
86,508.182
22,129.457
104,610.366
57,1328.145
37,218.247
47,278.405
120,704.306
160,942.832
1024,1000000000.000
1104,1000000000.000
1536,1000000000.000
200,4619.278
4008,1000000000.000
572,1000000000.000
592,1000000000.000
140,3215.280
306,1797.238
336,1953.995
110,2538.019
173,1016.833
45,264.738
208,1221.974
115,2656.554
75,439.544
95,556.524
240,1411.402
320,1884.737
2048,1000000000.000
2208,1000000000.000
3072,1000000000.000
400,9232.515
8016,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,1628.937
612,1000000000.000
672,1000000000.000
220,5078.743
346,2031.464
90,528.325
416,2445.392
230,5304.736
150,881.344
190,1111.933
