data_size(MB),time(ms)
42,1.586
28,1.062
56,2.034
84,2.989
112,3.735
448,14.090
504,15.823
672,21.133
140,6.386
392,17.350
70,2.428
224,7.201
266,8.623
336,10.635
14,0.550
196,8.894
280,9.032
98,4.394
21,0.790
49,1.746
147,4.978
168,5.471
7,0.307
35,1.266
77,3.620
10,0.432
38,1.381
87,2.994
3,0.200
31,1.194
50,2.399
80,3.796
52,1.847
66,3.118
24,0.918
896,27.514
1008,31.690
1344,41.365
786,34.238
532,16.808
560,17.399
294,9.372
154,6.990
175,5.708
63,2.190
161,7.304
105,3.543
133,5.881
1792,56.018
2016,61.149
2688,1000000000.000
1572,68.387
1064,33.031
1120,33.852
588,18.561
308,13.727
350,11.099
126,4.246
322,14.388
210,6.836
3584,1000000000.000
4032,1000000000.000
5376,1000000000.000
3142,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,33.803
1176,35.739
616,27.166
700,21.823
252,8.155
644,28.221
420,13.288
