data_size(MB),time(ms)
15,20.714
10,14.520
20,28.618
30,41.544
40,55.841
256,359.193
276,387.075
384,538.545
50,71.655
1002,1404.065
25,35.117
128,179.530
143,200.193
192,268.397
5,6.416
502,705.763
148,206.278
35,48.285
7,9.792
17,23.510
64,89.716
76,106.297
96,134.872
2,2.463
12,16.465
250,352.213
84,119.633
27,37.912
13,18.623
32,43.969
43,61.164
48,66.293
1,1.059
11,15.269
126,179.134
52,73.629
28,38.542
18,24.574
23,32.075
8,11.187
60,83.018
80,115.671
512,717.029
552,773.388
768,1078.180
100,141.036
2004,2805.963
286,399.675
296,415.767
70,99.229
153,214.659
168,241.297
55,77.022
86,120.974
22,30.768
104,146.897
57,81.365
37,51.190
47,66.117
120,165.632
160,223.864
1024,1439.479
1104,1551.188
1536,2154.869
200,281.487
4008,5620.496
572,800.419
592,829.940
140,204.298
306,428.354
336,482.644
110,153.700
173,243.325
45,62.390
208,291.039
115,162.188
75,105.277
95,133.741
240,336.467
320,449.165
2048,2872.302
2208,3099.331
3072,4313.246
400,562.781
8016,1000000000.000
1144,1607.026
1184,1659.724
280,402.002
612,858.821
672,971.458
220,310.055
346,485.640
90,123.942
416,580.734
230,323.237
150,209.210
190,265.976
