data_size(MB),time(ms)
6,0.638
4,0.207
8,0.267
12,0.321
16,0.396
128,2.320
136,2.465
192,3.357
20,0.730
392,10.311
10,0.300
64,1.272
70,1.354
96,1.804
2,0.151
196,5.539
72,1.397
14,0.366
3,0.182
7,0.234
32,0.691
37,0.792
48,0.982
1,0.152
5,0.203
98,3.022
40,0.836
11,0.443
24,0.558
0,0.151
50,1.639
9,0.399
256,4.333
272,4.641
384,6.365
786,20.294
140,4.106
144,2.586
28,0.621
74,1.435
80,2.519
22,0.804
41,0.854
23,0.814
15,0.373
19,0.698
512,8.509
544,8.945
768,12.643
1572,39.743
280,4.800
288,4.899
56,1.123
148,2.654
160,2.821
44,1.450
82,1.587
18,0.444
46,1.505
30,0.652
38,0.809
1024,16.809
1088,17.574
1536,24.657
3142,76.852
560,9.227
576,9.471
112,2.071
296,5.078
320,5.438
88,2.715
164,2.904
36,0.764
92,2.850
60,1.190
76,2.396
