data_size(MB),time(ms)
6,0.231
4,0.148
8,0.219
12,0.258
16,0.314
128,1.675
136,1.771
192,2.462
20,0.669
392,7.670
10,0.244
64,0.972
70,0.961
96,1.281
2,0.115
196,3.880
72,0.985
14,0.286
3,0.132
7,0.185
32,0.535
37,0.608
48,0.756
1,0.102
5,0.158
98,1.974
40,0.641
11,0.396
24,0.433
0,0.103
50,1.554
9,0.355
256,3.301
272,3.445
384,4.818
786,15.309
140,2.791
144,1.878
28,0.481
74,1.017
80,1.634
22,0.721
41,0.674
23,0.750
15,0.305
19,0.633
512,6.378
544,6.767
768,9.507
1572,30.602
280,3.540
288,3.644
56,0.871
148,1.922
160,2.070
44,1.370
82,1.110
18,0.347
46,1.432
30,0.508
38,0.623
1024,12.637
1088,13.406
1536,18.878
3142,1000000000.000
560,6.961
576,7.159
112,1.484
296,3.740
320,4.033
88,1.773
164,2.116
36,0.589
92,1.850
60,0.918
76,1.541
