data_size(MB),time(ms)
15,5.644
10,3.707
20,7.017
30,10.501
40,13.960
256,88.979
276,95.895
384,133.417
50,17.436
1002,348.141
25,8.743
128,44.527
143,49.745
192,67.143
5,1.798
11,3.888
502,174.485
148,51.445
35,12.239
7,2.489
17,6.141
64,22.306
76,26.472
96,33.413
2,0.772
12,4.224
250,87.074
84,29.238
27,9.611
13,5.284
32,11.166
43,15.102
48,16.749
1,0.426
126,43.864
52,19.299
28,9.806
18,6.316
23,8.036
8,2.842
60,20.914
80,28.186
512,177.848
552,191.823
768,266.781
100,34.836
2004,696.121
286,99.384
296,104.651
70,24.391
153,53.207
168,58.430
55,19.169
86,30.109
22,7.721
104,36.297
57,20.055
37,12.934
47,16.554
120,41.762
160,55.633
1024,355.685
1104,383.529
1536,533.545
200,69.562
10000000,1000000000.000
572,200.307
592,205.726
140,50.054
306,106.390
336,116.768
110,38.297
173,60.169
45,15.708
208,72.297
115,40.026
75,26.125
95,35.247
240,83.471
320,111.198
2048,711.408
2208,766.963
400,138.998
1144,397.384
4008,1392.180
1184,411.249
280,97.449
612,212.673
672,233.435
220,78.325
346,120.283
90,31.351
416,144.565
230,79.983
150,52.169
190,66.047
