data_size(MB),time(ms)
15,4.205
10,3.052
20,7.120
30,9.101
40,10.914
256,72.653
276,77.759
384,110.223
50,16.678
1002,328.111
25,7.951
128,36.737
143,40.181
192,54.566
5,1.684
11,3.104
502,164.391
148,46.018
35,9.655
7,2.297
17,5.400
64,18.129
76,25.282
96,27.055
2,0.650
12,3.816
250,82.112
84,23.062
27,8.997
13,4.233
32,9.328
43,11.786
48,13.079
1,0.406
126,36.401
52,16.883
28,8.577
18,5.671
23,6.354
8,2.328
60,17.244
80,26.913
512,141.617
552,163.348
768,211.211
100,33.204
2004,656.734
286,82.974
296,82.144
70,22.011
153,47.889
168,51.503
55,18.023
86,23.934
22,6.561
104,28.205
57,19.181
37,12.255
47,13.079
120,32.878
160,44.554
1024,281.766
1104,332.807
1536,421.004
200,65.864
10000000,1000000000.000
572,156.418
592,160.591
140,46.277
306,83.213
336,108.061
110,36.199
173,51.421
45,13.896
208,56.322
115,37.613
75,20.320
95,26.836
240,64.957
320,95.323
2048,1000000.000
2208,1000000000.000
400,131.395
1144,320.131
4008,1000000000.000
1184,336.027
280,91.542
612,166.145
672,193.368
220,72.422
346,100.173
90,26.033
416,115.133
230,75.474
150,45.234
190,54.467
