data_size(MB),time(ms)
6,0.935
4,0.660
8,1.236
12,1.443
16,1.932
128,14.786
136,15.838
192,21.796
20,2.322
392,43.416
10,1.298
64,7.318
70,8.122
96,10.997
2,0.380
196,21.745
72,8.364
14,1.685
3,0.588
7,1.090
32,3.702
37,4.296
48,5.556
1,0.235
5,0.805
98,10.934
40,4.617
11,1.332
24,2.852
0,0.173
50,5.603
9,1.175
256,28.915
272,30.913
384,44.448
786,86.620
140,15.556
144,16.528
28,3.320
74,8.571
80,9.001
22,2.524
41,4.775
23,2.637
15,1.777
19,2.196
512,58.893
544,62.622
768,88.655
1572,173.386
280,32.140
288,33.240
56,6.555
148,17.154
160,18.297
44,4.904
82,9.592
18,2.092
46,5.131
30,3.502
38,4.590
1024,117.633
1088,125.524
1536,176.620
3142,1000000000.000
560,64.121
576,65.548
112,12.928
296,33.856
320,37.069
88,9.685
164,18.961
36,4.129
92,10.155
60,6.954
76,8.390
