data_size(MB),time(ms)
15,2.298
10,1.735
20,4.030
30,4.415
40,5.712
256,40.580
276,40.758
384,62.001
50,9.888
1002,194.505
25,4.191
128,18.140
143,20.312
192,27.700
5,0.893
11,2.251
502,97.437
148,22.876
35,5.494
7,1.099
17,2.947
64,9.102
76,14.823
96,13.626
2,0.469
12,1.946
250,48.885
84,12.807
27,5.423
13,2.118
32,4.666
43,6.773
48,6.880
1,0.310
126,18.037
52,7.792
28,4.347
18,2.936
23,4.622
8,1.237
60,9.237
80,16.020
512,83.139
552,79.225
768,120.724
100,19.474
2004,388.704
286,43.484
296,47.566
70,10.012
153,24.572
168,23.949
55,10.807
86,12.374
22,4.438
104,14.700
57,11.515
37,5.628
47,9.524
120,16.929
160,23.055
1024,166.444
1104,170.759
1536,251.105
200,39.144
10000000,1000000000.000
572,82.151
592,88.386
140,27.264
306,48.138
336,49.842
110,21.368
173,24.952
45,6.668
208,29.817
115,22.476
75,11.546
95,18.515
240,33.852
320,49.765
2048,330.659
2208,354.072
400,77.872
1144,177.201
4008,1000000.000
1184,190.788
280,39.728
612,96.431
672,108.266
220,42.766
346,55.171
90,14.379
416,60.044
230,44.645
150,21.396
190,36.853
