data_size(MB),time(ms)
6,1.607
4,1.087
8,2.126
12,3.159
16,4.223
128,33.157
136,35.219
192,49.674
20,5.221
392,101.472
10,2.764
64,16.583
70,18.162
96,24.859
2,0.566
196,50.740
72,18.678
14,3.671
3,0.949
7,1.855
32,8.335
37,9.626
48,12.470
1,0.312
5,1.346
98,25.340
40,10.405
11,2.906
24,6.392
0,0.187
50,12.979
9,2.517
256,66.219
272,70.334
384,99.300
786,203.237
140,36.260
144,37.250
28,7.294
74,19.189
80,20.822
22,5.749
41,10.721
23,6.007
15,3.929
19,4.971
512,132.370
544,140.614
768,198.507
1572,405.500
280,72.421
288,74.341
56,14.526
148,38.285
160,41.364
44,11.431
82,21.217
18,4.698
46,11.931
30,7.793
38,9.999
1024,264.586
1088,281.131
1536,396.921
3142,1000000.000
560,144.750
576,148.855
112,29.004
296,76.496
320,82.712
88,22.812
164,42.403
36,9.350
92,23.815
60,15.546
76,19.677
