data_size(MB),time(ms)
42,6.627
28,4.473
56,8.748
84,12.885
112,16.945
448,65.724
504,73.896
672,98.180
140,20.792
392,65.754
70,10.820
224,33.339
266,39.428
336,49.442
14,2.395
196,33.055
280,41.366
98,18.128
21,3.423
49,7.624
147,22.082
168,25.168
7,1.275
35,5.618
77,14.285
10,1.836
38,6.080
87,13.418
3,0.708
31,5.030
50,8.570
80,14.905
52,8.199
66,12.379
24,3.962
896,130.592
1008,146.902
1344,1000000000.000
786,130.975
532,77.910
560,81.856
294,43.418
154,28.463
175,26.112
63,9.716
161,29.786
105,16.058
133,24.543
1792,1000000000.000
2016,1000000000.000
10000000,1000000000.000
1572,1000000000.000
1064,1000000000.000
1120,1000000000.000
588,86.189
308,56.878
350,51.566
126,19.097
322,59.445
210,31.313
4032,1000000000.000
3142,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,144.824
1176,1000000000.000
616,113.655
700,102.236
252,37.274
644,118.939
420,61.679
