data_size(MB),time(ms)
15,4.920
10,3.376
20,6.427
30,9.590
40,12.776
256,81.335
276,87.780
384,122.038
50,15.960
1002,318.461
25,7.996
128,40.691
143,45.453
192,61.009
5,1.644
11,3.527
502,159.592
148,47.119
35,11.176
7,2.275
17,5.621
64,20.382
76,24.176
96,30.548
2,0.694
12,3.875
250,79.667
84,26.744
27,8.817
13,4.402
32,10.224
43,13.799
48,15.319
1,0.378
126,40.071
52,16.885
28,8.951
18,5.767
23,7.396
8,2.557
60,19.093
80,25.685
512,162.613
552,175.500
768,243.989
100,31.868
2004,636.807
286,90.854
296,94.116
70,22.295
153,48.732
168,53.420
55,17.526
86,27.547
22,7.053
104,33.106
57,18.321
37,11.797
47,15.160
120,38.190
160,50.932
1024,325.278
1104,350.565
1536,487.941
200,63.676
10000000,1000000000.000
572,181.613
592,188.096
140,44.495
306,97.302
336,106.794
110,35.004
173,54.987
45,14.340
208,66.070
115,36.572
75,23.866
95,30.210
240,76.249
320,101.687
2048,650.232
2208,701.160
400,127.211
1144,363.610
4008,1273.303
1184,376.055
280,88.956
612,194.564
672,213.401
220,69.910
346,110.028
90,28.662
416,132.127
230,73.129
150,47.744
190,60.375
