data_size(MB),time(ms)
15,3.284
10,2.229
20,4.903
30,5.789
40,8.312
256,47.936
276,51.643
384,71.860
50,13.801
1002,272.184
25,4.834
128,24.130
143,27.656
192,35.987
5,1.153
11,3.410
502,137.581
148,27.798
35,6.816
7,1.613
17,4.173
64,13.203
76,22.281
96,18.119
2,0.787
12,2.443
250,68.449
84,15.862
27,8.579
13,2.777
32,6.140
43,8.259
48,9.147
1,0.578
126,23.668
52,9.975
28,5.407
18,3.537
23,6.857
8,1.749
60,12.351
80,23.555
512,95.655
552,103.091
768,143.384
100,27.591
2004,543.416
286,53.529
296,55.403
70,13.236
153,28.721
168,31.511
55,16.165
86,16.320
22,6.571
104,19.588
57,17.411
37,7.089
47,13.967
120,23.234
160,30.025
1024,191.126
1104,206.130
1536,286.577
200,56.434
10000000,1000000000.000
572,107.481
592,112.601
140,33.365
306,57.888
336,62.814
110,32.969
173,33.345
45,8.574
208,38.969
115,34.097
75,14.173
95,29.341
240,44.947
320,59.855
2048,382.802
2208,411.782
400,109.860
1144,213.466
4008,1000000.000
1184,220.915
280,53.467
612,114.357
672,126.094
220,64.058
346,64.749
90,16.986
416,77.805
230,67.081
150,28.317
190,55.333
