data_size(MB),time(ms)
6,1.954
4,1.193
8,2.328
12,3.816
16,4.430
128,36.737
136,38.365
192,54.566
20,7.120
392,128.813
10,3.052
64,18.129
70,22.011
96,27.055
2,0.650
196,64.673
72,20.170
14,4.515
3,1.031
7,2.297
32,9.328
37,12.255
48,13.079
1,0.406
5,1.684
98,32.441
40,10.914
11,3.104
24,7.963
0,0.244
50,16.678
9,3.629
256,72.653
272,75.875
384,110.223
786,257.624
140,46.277
144,39.195
28,8.577
74,23.190
80,26.913
22,6.561
41,13.489
23,6.354
15,4.205
19,6.411
512,141.617
544,154.571
768,211.211
1572,514.414
280,91.542
288,77.889
56,18.428
148,46.018
160,44.554
44,14.279
82,25.617
18,5.671
46,13.669
30,9.101
38,11.814
1024,281.766
1088,303.469
1536,421.004
3142,1000000000.000
560,157.385
576,162.524
112,31.993
296,82.144
320,95.323
88,27.304
164,47.986
36,10.648
92,29.512
60,17.244
76,25.282
