data_size(MB),time(ms)
6,1.377
4,1.003
8,1.732
12,2.435
16,3.151
128,22.034
136,23.395
192,32.840
20,3.956
392,86.902
10,2.157
64,11.276
70,12.334
96,16.667
2,0.643
196,43.376
72,12.619
14,2.776
3,0.916
7,1.552
32,5.957
37,6.725
48,8.599
1,0.427
5,1.404
98,24.168
40,7.234
11,2.636
24,4.638
0,0.324
50,11.133
9,2.342
256,43.415
272,46.138
384,64.700
786,1000000000.000
140,27.335
144,24.825
28,5.347
74,12.978
80,19.933
22,5.016
41,7.413
23,5.251
15,2.993
19,4.401
512,85.919
544,1000000000.000
768,1000000000.000
1572,1000000000.000
280,47.352
288,48.691
56,9.943
148,25.403
160,27.459
44,10.975
82,14.338
18,3.509
46,11.405
30,5.624
38,6.958
1024,1000000000.000
1088,1000000000.000
1536,1000000000.000
3142,1000000000.000
560,1000000000.000
576,1000000000.000
112,19.383
296,50.030
320,54.054
88,21.773
164,28.054
36,6.535
92,22.742
60,10.614
76,18.786
