data_size(MB),time(ms)
15,2.611
10,1.836
20,3.322
30,4.791
40,6.393
256,37.852
276,40.870
384,56.438
50,8.570
1002,167.510
25,4.037
128,19.311
143,21.513
192,28.686
5,0.957
11,2.209
502,84.104
148,22.232
35,5.618
7,1.275
17,2.907
64,9.925
76,14.071
96,14.702
2,0.482
12,2.092
250,42.168
84,12.885
27,5.152
13,2.399
32,5.144
43,6.858
48,7.583
1,0.328
126,19.097
52,8.199
28,4.473
18,2.977
23,4.325
8,1.491
60,9.314
80,14.905
512,74.948
552,80.837
768,112.155
100,18.607
2004,1000000000.000
286,42.377
296,43.729
70,10.820
153,23.054
168,25.168
55,10.263
86,13.170
22,4.113
104,15.725
57,10.695
37,5.879
47,8.790
120,18.166
160,23.988
1024,149.294
1104,1000000000.000
1536,1000000000.000
200,37.046
10000000,1000000000.000
572,83.697
592,86.594
140,20.792
306,45.199
336,49.442
110,20.391
173,25.880
45,7.096
208,31.009
115,21.284
75,11.546
95,17.485
240,35.764
320,47.137
2048,1000000000.000
2208,1000000000.000
400,74.032
1144,1000000000.000
4008,1000000000.000
1184,1000000000.000
280,41.366
612,89.467
672,98.180
220,40.538
346,51.007
90,13.771
416,61.199
230,42.384
150,22.526
190,34.798
