data_size(MB),time(ms)
6,1.122
4,0.727
8,1.237
12,1.946
16,2.353
128,18.140
136,19.407
192,27.700
20,4.030
392,76.325
10,1.735
64,9.102
70,10.012
96,13.626
2,0.469
196,38.175
72,10.431
14,2.092
3,0.651
7,1.099
32,4.666
37,5.628
48,6.880
1,0.310
5,0.893
98,19.189
40,5.712
11,2.251
24,4.084
0,0.229
50,9.888
9,2.110
256,40.580
272,44.251
384,62.001
786,152.601
140,27.264
144,20.518
28,4.347
74,11.923
80,16.020
22,4.438
41,6.766
23,4.622
15,2.298
19,3.803
512,83.139
544,86.793
768,120.724
1572,304.378
280,39.728
288,46.753
56,7.987
148,22.876
160,23.055
44,8.673
82,13.019
18,2.936
46,9.106
30,4.415
38,5.545
1024,166.444
1088,176.380
1536,251.105
3142,1000000.000
560,85.168
576,92.500
112,16.282
296,47.566
320,49.765
88,17.490
164,25.007
36,5.554
92,17.884
60,9.237
76,14.823
