data_size(MB),time(ms)
70,1.297
56,1.047
112,2.038
168,2.979
224,3.934
896,14.989
1008,16.837
1120,18.689
280,4.857
392,6.760
84,1.564
140,2.513
448,7.664
532,9.064
560,9.500
28,0.596
196,3.466
42,0.858
98,1.798
294,5.107
14,0.337
336,5.817
154,2.742
1792,29.589
2016,33.310
2240,36.896
786,13.260
1064,17.807
588,9.999
672,11.396
308,5.341
3584,58.846
4032,66.120
10000000,1000000000.000
1572,26.075
2128,35.152
784,13.225
1176,19.570
1344,22.299
616,10.470
8064,1000000000.000
3142,51.746
4256,1000000000.000
4480,1000000000.000
1568,26.003
2352,38.773
2688,44.318
1232,20.499
