data_size(MB),time(ms)
25,0.810
20,0.863
40,1.234
60,1.804
80,2.413
512,10.095
552,10.898
640,12.587
100,2.157
1002,19.742
30,1.092
50,1.525
256,5.113
286,5.749
320,6.348
10,0.768
502,9.896
296,5.885
70,2.114
15,0.514
35,1.155
128,2.666
153,3.152
160,3.265
5,0.532
250,5.037
168,3.430
55,1.664
120,2.514
1024,20.199
1104,21.697
1280,25.225
200,4.027
2004,39.219
572,11.296
592,11.656
140,2.951
306,6.135
336,6.713
110,2.351
240,4.780
2048,40.405
2208,43.390
2560,50.300
400,7.976
4008,78.491
1144,22.470
1184,23.268
280,5.640
612,12.115
672,13.207
220,4.404
480,9.503
4096,80.147
4416,1000000000.000
10000000,1000000000.000
800,15.787
2288,44.862
2368,46.415
560,11.110
1224,24.032
1344,26.556
440,8.728
