data_size(MB),time(ms)
25,1.541
20,1.300
40,2.452
60,3.408
80,4.523
512,27.886
552,29.888
640,34.847
100,7.916
1002,54.354
30,1.822
50,2.886
256,14.105
286,15.507
320,17.784
10,0.743
502,27.336
296,16.396
70,3.962
15,1.106
35,2.170
128,7.131
153,8.450
160,8.939
5,0.435
250,13.843
168,9.148
55,4.457
120,6.610
1024,55.627
1104,1000000000.000
1280,1000000000.000
200,15.504
2004,1000000000.000
572,30.812
592,32.283
140,7.668
306,16.610
336,18.156
110,8.637
240,13.028
2048,1000000000.000
2208,1000000000.000
2560,1000000000.000
400,30.724
4008,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,21.165
612,32.953
672,36.093
220,17.045
480,25.936
4096,1000000000.000
4416,1000000000.000
10000000,1000000000.000
800,61.112
2288,1000000000.000
2368,1000000000.000
560,30.176
1224,1000000000.000
1344,1000000000.000
440,33.718
