data_size(MB),time(ms)
25,0.735
20,0.596
40,1.434
60,1.550
80,1.924
512,11.818
552,12.789
640,14.753
100,3.275
1002,31.306
30,0.822
50,1.265
256,6.093
286,6.726
320,7.451
10,0.357
502,15.882
296,6.928
70,1.820
15,0.481
35,0.943
128,3.078
153,3.638
160,3.775
5,0.229
250,8.014
168,3.996
55,1.898
120,2.887
1024,23.415
1104,25.293
1280,29.236
200,6.444
2004,62.176
572,13.198
592,13.666
140,3.340
306,7.159
336,7.849
110,3.585
240,5.627
2048,46.642
2208,1000000000.000
2560,1000000000.000
400,12.779
4008,1000000000.000
1144,26.232
1184,27.111
280,8.928
612,14.090
672,15.503
220,7.049
480,11.077
4096,1000000000.000
4416,1000000000.000
10000000,1000000000.000
800,25.226
2288,1000000000.000
2368,1000000000.000
560,12.934
1224,28.141
1344,30.726
440,13.955
