data_size(MB),time(ms)
10,0.647
8,0.514
16,0.797
24,0.605
32,0.761
256,4.732
272,4.975
320,5.871
40,0.926
392,7.295
12,0.602
20,1.077
128,2.486
140,2.700
160,3.069
4,1.344
196,3.798
144,2.773
28,0.700
6,0.303
14,0.460
64,1.341
74,1.577
80,1.632
2,0.666
98,1.912
22,0.906
48,1.046
512,9.223
544,9.699
640,11.308
786,14.285
280,5.324
288,5.283
56,1.185
148,2.847
44,0.997
96,1.880
1024,17.854
1088,18.936
1280,22.231
1572,27.076
560,9.970
576,10.279
112,2.189
296,5.400
88,1.790
192,3.554
2048,35.146
2176,37.334
2560,43.740
3142,56.690
1120,19.480
1152,19.994
224,4.133
592,10.558
176,3.367
