data_size(MB),time(ms)
10,0.208
8,0.194
16,0.276
24,0.361
32,0.434
256,2.299
272,2.435
320,2.845
40,0.878
392,3.457
12,0.236
20,0.312
128,1.352
140,1.318
160,1.482
4,0.155
196,1.822
144,1.356
28,0.395
6,0.177
14,0.256
64,0.734
74,0.825
80,0.887
2,0.142
98,1.074
22,0.336
48,0.575
512,4.456
544,4.730
640,5.532
786,6.804
280,4.512
288,2.573
56,0.654
148,1.383
44,0.539
96,1.044
1024,8.785
1088,9.329
1280,10.934
1572,24.743
560,4.890
576,4.998
112,1.208
296,2.637
88,0.972
192,1.758
2048,17.409
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,9.608
1152,9.860
224,2.031
592,5.133
176,1.624
