data_size(MB),time(ms)
10,0.357
8,0.315
16,0.527
24,0.707
32,0.900
256,6.093
272,6.403
320,7.451
40,1.434
392,12.470
12,0.408
20,0.596
128,3.078
140,3.340
160,3.775
4,0.203
196,6.341
144,3.420
28,0.783
6,0.257
14,0.459
64,1.545
74,1.816
80,1.924
2,0.158
98,2.393
22,0.654
48,1.200
512,11.818
544,12.605
640,14.753
786,24.774
280,8.928
288,6.758
56,1.483
148,3.527
44,1.139
96,2.335
1024,23.415
1088,24.904
1280,29.236
1572,49.127
560,12.934
576,13.250
112,2.773
296,6.928
88,2.200
192,4.557
2048,46.642
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,25.689
1152,26.366
224,5.298
592,13.666
176,4.261
