data_size(MB),time(ms)
25,0.351
20,0.312
40,0.878
60,0.697
80,0.887
512,4.456
552,4.794
640,5.532
100,2.010
1002,8.591
30,0.416
50,0.598
256,2.299
286,2.548
320,2.845
10,0.208
502,4.375
296,2.637
70,0.788
15,0.269
35,0.460
128,1.352
153,1.438
160,1.482
5,0.167
250,2.252
168,1.559
55,1.162
120,1.268
1024,8.785
1104,9.470
1280,10.934
200,3.222
2004,17.077
572,4.955
592,5.133
140,1.318
306,2.725
336,3.008
110,2.196
240,2.168
2048,17.409
2208,1000000000.000
2560,1000000000.000
400,6.401
4008,1000000000.000
1144,9.789
1184,10.132
280,4.512
612,5.305
672,5.819
220,3.552
480,4.190
4096,1000000000.000
4416,1000000000.000
10000000,1000000000.000
800,12.761
2288,1000000000.000
2368,1000000000.000
560,4.890
1224,10.465
1344,11.493
440,7.036
