data_size(MB),time(ms)
10,0.261
8,0.224
16,0.373
24,0.709
32,0.678
256,4.468
272,4.729
320,5.540
40,0.823
392,6.760
12,0.300
20,0.447
128,2.325
140,2.513
160,2.837
4,0.149
196,3.466
144,2.558
28,0.596
6,0.196
14,0.337
64,1.184
74,1.373
80,1.472
2,0.107
98,1.798
22,0.486
48,0.921
512,8.699
544,9.263
640,10.827
786,13.260
280,4.857
288,4.966
56,1.047
148,2.633
44,0.870
96,1.735
1024,17.115
1088,18.136
1280,21.303
1572,26.075
560,9.500
576,9.787
112,2.038
296,5.121
88,1.620
192,3.356
2048,33.846
2176,35.894
2560,42.113
3142,51.746
1120,18.689
1152,19.195
224,3.934
592,10.040
176,3.132
