data_size(MB),time(ms)
10,0.768
8,0.547
16,0.830
24,0.773
32,1.137
256,5.113
272,5.436
320,6.348
40,1.234
392,7.803
12,0.824
20,0.863
128,2.666
140,2.951
160,3.265
4,0.606
196,3.982
144,3.004
28,0.974
6,0.755
14,0.483
64,1.941
74,2.239
80,2.413
2,0.182
98,2.137
22,0.878
48,1.460
512,10.095
544,10.733
640,12.587
786,15.464
280,5.640
288,5.742
56,1.696
148,3.110
44,1.350
96,2.054
1024,20.199
1088,21.409
1280,25.225
1572,30.992
560,11.110
576,11.409
112,2.375
296,5.885
88,1.905
192,3.847
2048,40.405
2176,42.757
2560,50.300
3142,61.400
1120,22.045
1152,22.690
224,4.493
592,11.656
176,3.567
