data_size(MB),time(ms)
70,2.114
56,1.696
112,2.375
168,3.430
224,4.493
896,17.634
1008,19.799
1120,22.045
280,5.640
392,7.803
84,2.537
140,2.951
448,8.910
532,10.521
560,11.110
28,0.974
196,3.982
42,1.286
98,2.137
294,5.887
14,0.483
336,6.713
154,3.194
1792,35.241
2016,39.596
2240,44.086
786,15.464
1064,20.942
588,11.579
672,13.207
308,6.141
3584,70.380
4032,78.963
10000000,1000000000.000
1572,30.992
2128,41.811
784,15.417
1176,23.220
1344,26.556
616,12.207
8064,1000000000.000
3142,61.400
4256,1000000000.000
4480,1000000000.000
1568,30.786
2352,46.105
2688,52.588
1232,24.179
