data_size(MB),time(ms)
10,0.288
8,0.276
16,0.360
24,0.472
32,0.568
256,3.132
272,3.280
320,3.807
40,0.717
392,4.693
12,0.310
20,0.413
128,1.601
140,1.760
160,1.960
4,0.220
196,2.443
144,1.794
28,0.523
6,0.241
14,0.335
64,0.936
74,1.028
80,1.090
2,0.206
98,1.321
22,0.449
48,0.724
512,5.989
544,6.377
640,7.425
786,9.143
280,3.640
288,3.490
56,0.843
148,1.840
44,0.690
96,1.269
1024,11.771
1088,12.497
1280,14.747
1572,18.798
560,6.582
576,6.717
112,1.466
296,3.574
88,1.194
192,2.356
2048,23.027
2176,24.623
2560,28.849
3142,36.667
1120,12.795
1152,13.116
224,2.763
592,6.941
176,2.182
