data_size(MB),time(ms)
70,1.005
56,0.843
112,1.466
168,2.084
224,2.763
896,10.392
1008,11.599
1120,12.795
280,3.640
392,4.693
84,1.128
140,1.760
448,5.289
532,6.231
560,6.582
28,0.523
196,2.443
42,0.679
98,1.321
294,3.569
14,0.335
336,4.013
154,2.171
1792,20.259
2016,22.777
2240,25.289
786,9.143
1064,12.245
588,6.872
672,7.818
308,3.992
3584,40.240
4032,1000000.000
10000000,1000000000.000
1572,18.798
2128,24.095
784,9.028
1176,13.490
1344,15.331
616,7.584
8064,1000000000.000
3142,36.667
4256,1000000000.000
4480,1000000000.000
1568,17.898
2352,26.563
2688,30.327
1232,14.772
