data_size(MB),time(ms)
70,0.788
56,0.654
112,1.208
168,1.559
224,2.031
896,7.701
1008,8.650
1120,9.608
280,4.512
392,3.457
84,0.927
140,1.318
448,3.927
532,4.629
560,4.890
28,0.395
196,1.822
42,0.527
98,1.074
294,2.659
14,0.256
336,3.008
154,2.549
1792,15.298
2016,17.161
2240,1000000000.000
786,6.804
1064,9.136
588,5.109
672,5.819
308,4.962
3584,1000000000.000
4032,1000000000.000
10000000,1000000000.000
1572,24.743
2128,1000000000.000
784,6.766
1176,10.052
1344,11.493
616,9.862
8064,1000000000.000
3142,1000000000.000
4256,1000000000.000
4480,1000000000.000
1568,13.395
2352,1000000000.000
2688,1000000000.000
1232,19.519
