data_size(MB),time(ms)
70,1.464
56,1.185
112,2.189
168,3.216
224,4.133
896,15.707
1008,17.550
1120,19.480
280,5.324
392,7.295
84,1.703
140,2.700
448,8.071
532,9.534
560,9.970
28,0.700
196,3.798
42,0.935
98,1.912
294,5.354
14,0.460
336,6.136
154,2.998
1792,30.744
2016,34.563
2240,38.312
786,14.285
1064,18.505
588,10.479
672,11.911
308,5.861
3584,60.955
4032,1000000.000
10000000,1000000000.000
1572,27.076
2128,36.418
784,13.813
1176,20.482
1344,23.289
616,11.344
8064,1000000000.000
3142,56.690
4256,1000000000.000
4480,1000000000.000
1568,27.068
2352,40.175
2688,45.858
1232,22.391
