data_size(MB),time(ms)
25,0.657
20,0.474
40,0.899
60,1.215
80,1.549
512,8.569
552,9.083
640,10.601
100,1.991
1002,16.780
30,0.654
50,1.053
256,4.423
286,4.858
320,5.441
10,0.706
502,8.487
296,5.068
70,1.467
15,0.383
35,0.752
128,2.341
153,2.713
160,2.863
5,0.203
250,4.431
168,3.003
55,1.178
7,0.238
27,0.618
64,1.277
86,1.652
2,0.165
22,0.526
126,2.294
104,1.931
57,1.235
37,0.799
47,1.042
17,0.435
120,2.208
1024,16.683
1104,18.213
1280,20.607
200,3.741
2004,33.193
572,9.401
592,9.848
140,2.524
306,5.154
336,5.609
110,2.123
173,3.055
45,0.933
208,3.597
115,2.227
75,1.464
95,1.872
240,4.162
2048,33.026
2208,35.613
2560,41.416
400,7.074
4008,64.111
1144,18.596
1184,19.179
280,5.056
612,10.044
672,10.768
220,4.015
346,5.777
90,1.710
416,6.987
230,4.227
150,2.691
190,3.432
480,8.050
4096,64.415
4416,1000000000.000
5120,1000000000.000
800,13.793
8016,1000000000.000
2288,36.709
2368,38.869
560,9.137
1224,19.809
1344,21.947
440,7.789
692,11.181
180,3.193
832,13.685
460,8.052
300,5.075
380,6.470
