data_size(MB),time(ms)
25,146.776
20,117.048
40,643.953
60,349.999
80,467.017
512,2987.514
552,1000000000.000
640,1000000000.000
100,2078.369
1002,1000000000.000
30,175.762
50,1042.224
256,1493.476
286,1683.449
320,1867.929
10,58.234
502,10412.301
296,1728.781
70,414.426
15,87.719
35,205.470
128,747.765
153,901.481
160,935.001
5,28.977
250,5206.102
168,992.741
55,1140.029
7,41.589
27,161.253
64,374.232
86,509.901
2,11.565
22,128.284
126,744.134
104,611.302
57,1192.566
37,220.225
47,761.535
17,102.483
120,701.719
1024,1000000000.000
1104,1000000000.000
1280,1000000000.000
200,4150.686
2004,1000000000.000
572,1000000000.000
592,1000000000.000
140,828.875
306,1797.986
336,1987.503
110,2283.011
173,1017.917
45,264.919
208,1221.797
115,2382.092
75,441.973
95,1524.634
240,1412.909
2048,1000000000.000
2208,1000000000.000
2560,1000000000.000
400,8307.079
4008,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,5834.754
612,1000000000.000
672,1000000000.000
220,4564.250
346,2031.318
90,530.193
416,2444.563
230,4765.237
150,881.199
190,3047.536
480,2820.611
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,1000000000.000
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,1000000000.000
1224,1000000000.000
1344,1000000000.000
440,9120.371
692,1000000000.000
180,1059.673
832,1000000000.000
460,9555.596
300,1766.606
380,6102.532
