data_size(MB),time(ms)
70,96.880
56,78.894
112,157.887
168,236.727
224,317.596
896,1266.150
1008,1423.587
1120,1579.478
280,394.252
392,553.705
84,118.332
140,197.752
448,629.611
532,749.605
560,789.450
28,38.584
196,277.280
42,59.305
98,136.823
294,414.843
14,19.262
336,472.868
154,218.256
21,28.990
77,108.407
175,244.902
7,9.642
63,87.518
50,70.452
161,227.015
105,147.845
133,188.666
49,69.974
1792,2529.804
2016,2856.216
2240,3166.102
786,1108.516
1064,1500.993
588,830.568
672,948.221
308,434.226
350,491.752
126,176.409
322,454.175
210,293.688
266,374.680
3584,5072.085
4032,5700.814
4480,1000000000.000
1572,2209.327
2128,3005.672
784,1106.740
1176,1665.093
1344,1897.005
616,868.425
700,986.593
252,353.445
644,907.064
420,592.994
7168,1000000000.000
8064,1000000000.000
10000000,1000000000.000
3142,4427.139
4256,1000000000.000
1568,2215.793
2352,3321.243
2688,3806.785
1232,1737.231
1400,1976.570
504,709.863
1288,1814.281
840,1184.984
