data_size(MB),time(ms)
10,0.248
8,0.201
16,0.317
24,0.442
32,0.549
256,3.249
272,3.447
320,4.028
40,1.254
392,5.017
12,0.271
20,0.369
128,1.700
140,1.830
160,2.070
4,0.143
196,2.562
144,1.875
28,0.479
6,0.180
14,0.288
64,0.991
74,1.006
80,1.086
2,0.113
98,1.304
22,0.402
3,0.136
11,0.243
41,0.660
1,0.113
9,0.215
50,0.794
48,0.755
23,0.417
15,0.306
19,0.637
7,0.186
512,6.375
544,6.770
640,7.940
786,9.916
280,5.504
288,3.644
56,0.868
148,1.921
44,0.712
82,1.111
18,0.340
96,1.279
46,0.737
30,0.510
38,1.189
1024,12.626
1088,13.404
1280,15.742
1572,30.437
560,6.966
576,7.146
112,1.474
296,3.739
88,1.198
164,2.111
36,0.586
192,2.466
92,1.252
60,0.922
76,1.541
2048,25.114
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,13.786
1152,14.181
224,2.866
592,7.359
176,2.306
328,4.130
72,0.983
384,4.817
184,2.410
120,1.575
152,3.006
