data_size(MB),time(ms)
25,15.762
20,11.192
40,54.379
60,40.140
80,53.410
512,355.840
552,384.355
640,446.468
100,212.819
1002,2225.675
30,19.350
50,99.832
256,177.653
286,198.975
320,222.187
10,5.937
502,1116.155
296,205.002
70,46.540
15,8.235
35,22.555
128,88.055
153,105.462
160,110.028
5,2.922
250,551.639
168,114.453
55,110.021
7,4.103
27,17.055
64,43.255
86,58.650
2,1.237
22,13.480
126,85.928
104,70.879
57,116.597
37,24.133
47,65.498
17,9.217
120,82.292
1024,713.926
1104,1000000000.000
1280,1000000000.000
200,437.630
2004,1000000000.000
572,399.411
592,413.128
140,95.707
306,213.407
336,232.575
110,235.059
173,119.358
45,29.246
208,144.299
115,247.012
75,50.488
95,137.362
240,165.986
2048,1000000000.000
2208,1000000000.000
2560,1000000000.000
400,879.999
4008,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,611.704
612,428.541
672,467.177
220,480.210
346,241.408
90,61.070
416,290.176
230,502.512
150,103.001
190,281.987
480,335.577
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,1754.768
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,388.551
1224,1000000000.000
1344,1000000000.000
440,949.207
692,484.667
180,124.001
832,582.690
460,1014.216
300,208.276
380,580.104
