data_size(MB),time(ms)
10,0.434
8,0.349
16,0.658
24,0.916
32,1.199
256,8.249
272,8.620
320,10.005
40,1.945
392,17.508
12,0.482
20,0.755
128,4.248
140,4.613
160,5.284
4,0.209
196,8.876
144,4.774
28,1.030
6,0.275
14,0.553
64,2.235
74,2.555
80,2.750
2,0.138
98,3.329
22,0.839
3,0.172
11,0.450
41,1.470
1,0.110
9,0.391
50,2.401
48,1.698
23,0.873
15,0.584
19,0.739
7,0.309
512,16.013
544,16.869
640,20.385
786,34.529
280,12.505
288,9.092
56,2.042
148,4.901
44,1.587
82,2.809
18,0.694
96,3.265
46,1.644
30,1.097
38,1.401
1024,31.737
1088,33.486
1280,38.848
1572,68.387
560,17.210
576,17.836
112,3.925
296,9.267
88,2.988
164,5.392
36,1.297
192,6.261
92,3.105
60,2.092
76,2.680
2048,62.978
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,34.289
1152,35.215
224,7.183
592,18.155
176,5.736
328,10.142
72,2.482
384,12.217
184,6.000
120,4.023
152,5.096
