data_size(MB),time(ms)
10,0.706
8,0.370
16,0.411
24,0.593
32,0.691
256,4.423
272,4.685
320,5.441
40,0.899
392,6.777
12,0.322
20,0.474
128,2.341
140,2.524
160,2.863
4,0.231
196,3.525
144,2.605
28,0.625
6,0.266
14,0.359
64,1.277
74,1.449
80,1.549
2,0.165
98,1.850
22,0.526
3,0.273
11,0.312
41,0.859
1,0.133
9,0.281
50,1.053
48,0.986
23,0.547
15,0.383
19,0.488
7,0.238
512,8.569
544,8.998
640,10.601
786,13.166
280,5.056
288,4.955
56,1.388
148,2.689
44,0.936
82,1.590
18,0.442
96,1.819
46,0.971
30,0.654
38,0.871
1024,16.683
1088,17.705
1280,20.607
1572,25.443
560,9.137
576,9.344
112,2.076
296,5.068
88,1.689
164,2.913
36,0.770
192,3.403
92,1.745
60,1.215
76,1.571
2048,33.026
2176,35.693
2560,41.416
3142,51.004
1120,17.768
1152,18.890
224,4.009
592,9.848
176,3.146
328,5.572
72,1.416
384,6.445
184,3.274
120,2.208
152,2.867
