data_size(MB),time(ms)
25,0.699
20,0.565
40,1.078
60,1.553
80,2.041
512,12.074
552,12.952
640,15.014
100,2.519
1002,23.386
30,0.821
50,1.329
256,6.198
286,6.831
320,7.607
10,0.315
502,11.868
296,7.110
70,1.795
15,0.436
35,0.942
128,3.177
153,3.737
160,3.902
5,0.180
250,6.037
168,4.093
55,1.432
7,0.229
27,0.760
64,1.650
86,2.168
2,0.103
22,0.637
126,3.120
104,2.570
57,1.500
37,1.006
47,1.261
17,0.520
120,2.976
1024,23.902
1104,25.632
1280,29.616
200,4.885
2004,46.385
572,13.418
592,13.872
140,3.418
306,7.313
336,7.937
110,2.741
173,4.216
45,1.192
208,5.044
115,2.861
75,1.916
95,2.378
240,5.729
2048,47.455
2208,51.273
2560,58.750
400,9.565
4008,92.179
1144,26.482
1184,27.407
280,6.729
612,14.338
672,15.711
220,5.312
346,8.124
90,2.268
416,9.778
230,5.564
150,3.660
190,4.632
480,11.227
4096,94.526
4416,1000000000.000
5120,1000000000.000
800,18.972
8016,1000000000.000
2288,52.786
2368,54.713
560,13.202
1224,28.337
1344,31.058
440,10.418
692,16.184
180,4.390
832,19.347
460,10.904
300,7.181
380,9.071
