data_size(MB),time(ms)
25,0.962
20,0.755
40,1.945
60,2.092
80,2.750
512,16.013
552,17.369
640,20.385
100,4.625
1002,43.339
30,1.097
50,2.401
256,8.249
286,9.146
320,10.005
10,0.434
502,22.118
296,9.267
70,2.548
15,0.584
35,1.290
128,4.248
153,4.987
160,5.284
5,0.240
250,11.213
168,5.551
55,2.625
7,0.309
27,1.012
64,2.235
86,2.974
2,0.138
22,0.839
126,4.160
104,3.525
57,2.733
37,1.348
47,2.279
17,0.689
120,4.023
1024,31.737
1104,34.430
1280,38.848
200,8.938
2004,86.919
572,17.942
592,18.155
140,4.613
306,9.723
336,10.564
110,5.074
173,5.653
45,1.598
208,6.779
115,5.283
75,2.604
95,4.448
240,7.784
2048,62.978
2208,1000000000.000
2560,1000000000.000
400,17.439
4008,1000000000.000
1144,34.903
1184,36.576
280,12.505
612,19.032
672,20.790
220,9.797
346,11.170
90,3.298
416,13.300
230,10.347
150,4.993
190,8.557
480,15.020
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,34.893
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,17.210
1224,37.622
1344,41.640
440,19.422
692,21.752
180,5.868
832,25.534
460,20.198
300,9.604
380,16.667
