data_size(MB),time(ms)
25,4.289
20,3.352
40,6.638
60,9.952
80,13.296
512,98.778
552,105.679
640,121.842
100,45.514
1002,311.299
30,4.973
50,15.648
256,44.745
286,51.664
320,57.878
10,1.938
502,156.850
296,52.571
70,11.645
15,2.843
35,5.838
128,21.345
153,25.822
160,27.210
5,1.059
250,78.686
168,28.579
55,24.666
7,1.430
27,4.678
64,10.650
86,14.481
2,0.439
22,6.734
126,21.051
104,17.399
57,25.717
37,6.245
47,21.147
17,2.963
120,19.927
1024,203.858
1104,1000000000.000
1280,1000000000.000
200,89.652
2004,1000000000.000
572,107.717
592,111.822
140,23.386
306,54.807
336,60.291
110,49.131
173,29.772
45,7.485
208,35.875
115,51.374
75,12.543
95,42.165
240,41.737
2048,1000000000.000
2208,1000000000.000
2560,1000000000.000
400,179.099
4008,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,125.047
612,115.708
672,126.088
220,98.560
346,63.091
90,15.056
416,77.868
230,103.046
150,25.338
190,84.797
480,92.311
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,357.776
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,104.263
1224,1000000000.000
1344,1000000000.000
440,197.066
692,131.261
180,30.723
832,161.594
460,205.658
300,53.392
380,169.651
