data_size(MB),time(ms)
25,0.443
20,0.369
40,1.254
60,0.922
80,1.086
512,6.375
552,6.849
640,7.940
100,2.011
1002,12.587
30,0.510
50,0.794
256,3.249
286,3.617
320,4.028
10,0.248
502,6.357
296,3.739
70,0.963
15,0.306
35,0.575
128,1.700
153,1.982
160,2.070
5,0.158
250,3.232
168,2.165
55,1.700
7,0.186
27,0.471
64,0.991
86,1.162
2,0.113
22,0.402
126,1.648
104,1.384
57,1.773
37,0.613
47,1.471
17,0.335
120,1.575
1024,12.626
1104,13.578
1280,15.742
200,3.943
2004,25.083
572,7.094
592,7.359
140,1.830
306,3.852
336,4.231
110,2.209
173,2.227
45,0.714
208,2.656
115,2.309
75,1.017
95,1.922
240,3.045
2048,25.114
2208,1000000000.000
2560,1000000000.000
400,7.792
4008,1000000000.000
1144,14.061
1184,14.544
280,5.504
612,7.579
672,8.329
220,4.342
346,4.341
90,1.204
416,5.190
230,4.540
150,1.939
190,3.736
480,5.969
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,15.534
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,6.966
1224,15.038
1344,16.523
440,8.616
692,8.550
180,2.307
832,10.260
460,9.011
300,3.778
380,7.406
