data_size(MB),time(ms)
25,4.730
20,3.726
40,7.254
60,10.878
80,14.451
512,92.028
552,99.326
640,114.899
100,17.694
1002,170.522
30,5.472
50,8.867
256,46.063
286,51.464
320,57.582
10,2.034
502,85.395
296,53.223
70,12.720
15,2.706
35,6.448
128,23.054
153,27.649
160,28.873
5,1.045
250,42.514
168,30.303
55,9.875
7,1.398
27,5.088
64,11.569
86,15.710
2,0.522
22,4.004
126,22.725
104,18.847
57,10.314
37,6.876
47,8.676
17,3.275
120,21.626
1024,183.914
1104,198.297
1280,229.881
200,34.682
2004,341.956
572,102.865
592,106.339
140,25.288
306,55.136
336,60.450
110,19.322
173,31.226
45,8.229
208,37.509
115,20.242
75,13.636
95,17.184
240,43.213
2048,367.747
2208,396.220
2560,459.710
400,69.188
4008,694.611
1144,205.569
1184,212.643
280,48.419
612,110.098
672,120.745
220,38.147
346,62.287
90,16.336
416,74.832
230,39.874
150,27.102
190,34.023
480,86.281
4096,735.143
4416,1000000000.000
5120,1000000000.000
800,138.767
8016,1000000000.000
2288,410.806
2368,425.116
560,100.639
1224,219.933
1344,241.456
440,76.144
692,124.476
180,32.472
832,149.528
460,79.628
300,54.022
380,67.697
