data_size(MB),time(ms)
70,22.268
56,17.845
112,35.545
168,53.354
224,71.089
896,284.198
1008,319.725
1120,355.198
280,87.896
392,123.064
84,26.708
140,44.475
448,142.108
532,168.787
560,177.600
28,8.947
196,61.590
42,13.369
98,31.166
294,93.290
14,4.514
336,106.588
154,48.260
21,6.730
77,24.469
175,55.548
7,2.286
63,20.066
50,15.759
161,50.482
105,33.379
133,41.673
49,15.631
1792,568.298
2016,639.365
2240,710.389
786,246.316
1064,337.484
588,186.485
672,213.127
308,96.643
350,111.019
126,40.010
322,101.020
210,66.673
266,83.469
3584,1136.616
4032,1278.722
4480,1000000000.000
1572,492.576
2128,674.881
784,245.735
1176,373.006
1344,426.279
616,192.999
700,222.044
252,79.985
644,201.827
420,133.267
7168,1000000000.000
8064,1000000000.000
10000000,1000000000.000
3142,984.173
4256,1000000000.000
1568,491.343
2352,745.964
2688,852.429
1232,386.031
1400,444.020
504,159.892
1288,403.513
840,266.448
