data_size(MB),time(ms)
10,2.628
8,2.079
16,4.162
24,6.297
32,8.352
256,66.113
272,70.202
320,82.532
40,10.382
392,101.656
12,3.126
20,5.115
128,33.093
140,36.254
160,41.307
4,1.069
196,50.867
144,37.290
28,7.270
6,1.631
14,3.663
64,16.576
74,19.140
80,20.674
2,0.553
98,25.408
22,5.718
3,0.824
11,2.906
41,10.641
1,0.301
9,2.371
50,13.001
48,12.442
23,6.042
15,3.939
19,4.973
7,1.852
512,131.913
544,140.160
640,164.855
786,203.331
280,72.535
288,74.324
56,14.538
148,38.263
44,11.404
82,21.225
18,4.709
96,24.844
46,11.928
30,7.736
38,9.828
1024,261.762
1088,278.906
1280,326.430
1572,406.815
560,144.928
576,148.109
112,29.025
296,76.417
88,22.773
164,42.415
36,9.344
192,49.576
92,23.855
60,15.542
76,19.690
2048,524.018
2176,555.341
2560,652.258
3142,813.171
1120,289.767
1152,295.157
224,58.033
592,152.159
176,45.378
328,84.593
72,18.657
384,99.017
184,47.473
120,31.041
152,39.239
