data_size(MB),time(ms)
25,8.099
20,5.483
40,13.712
60,16.368
80,21.893
512,143.035
552,163.019
640,178.248
100,33.356
1002,328.227
30,9.036
50,16.678
256,72.891
286,88.336
320,86.902
10,3.488
502,164.640
296,81.771
70,20.858
15,4.234
35,9.557
128,34.809
153,48.735
160,43.399
5,1.650
250,82.173
168,49.094
55,18.049
7,2.237
27,7.514
64,17.435
86,24.381
2,0.639
22,6.652
126,41.860
104,28.368
57,19.216
37,11.766
47,15.512
17,5.268
120,32.562
1024,288.390
1104,343.444
1280,408.489
200,66.062
2004,657.674
572,182.473
592,163.153
140,46.409
306,83.716
336,109.667
110,36.349
173,56.872
45,14.475
208,56.593
115,37.807
75,20.479
95,31.133
240,65.521
2048,640.018
2208,1000000000.000
2560,1000000000.000
400,131.644
4008,1000000000.000
1144,338.391
1184,386.690
280,92.188
612,181.539
672,181.974
220,72.762
346,100.771
90,26.185
416,116.303
230,75.657
150,45.871
190,62.446
480,155.560
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,262.614
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,169.944
1224,389.831
1344,381.958
440,144.674
692,201.364
180,48.948
832,226.239
460,151.295
300,81.633
380,124.843
