data_size(MB),time(ms)
70,24.298
56,20.010
112,38.865
168,58.256
224,78.317
896,311.903
1008,349.189
1120,388.578
280,96.518
392,135.421
84,29.133
140,50.281
448,155.226
532,184.319
560,194.015
28,9.746
196,67.682
42,14.614
98,34.017
294,101.899
14,4.894
336,117.687
154,53.079
21,7.318
77,26.750
175,60.702
7,2.463
63,22.229
50,17.924
161,55.597
105,36.475
133,45.939
49,17.029
1792,621.050
2016,700.419
2240,775.542
786,270.740
1064,368.540
588,203.672
672,232.793
308,106.140
350,121.858
126,44.351
322,111.046
210,73.384
266,91.703
3584,1241.491
4032,1396.681
4480,1000000000.000
1572,541.571
2128,737.229
784,270.084
1176,407.234
1344,465.554
616,212.301
700,243.950
252,87.337
644,221.965
420,145.483
7168,1000000000.000
8064,1000000000.000
10000000,1000000000.000
3142,1082.231
4256,1000000000.000
1568,540.215
2352,814.625
2688,930.716
1232,424.382
1400,486.981
504,175.247
1288,443.651
840,291.023
