data_size(MB),time(ms)
25,4.759
20,3.900
40,7.213
60,10.649
80,14.046
512,85.717
552,1000000000.000
640,1000000000.000
100,20.963
1002,1000000000.000
30,5.909
50,10.544
256,43.446
286,48.344
320,53.984
10,2.248
502,115.166
296,50.616
70,12.356
15,3.080
35,6.421
128,22.788
153,26.391
160,27.537
5,1.411
250,57.595
168,29.775
55,11.621
7,1.707
27,5.184
64,11.315
86,15.081
2,0.658
22,4.777
126,21.704
104,18.082
57,12.047
37,6.836
47,10.138
17,3.489
120,20.753
1024,1000000000.000
1104,1000000000.000
1280,1000000000.000
200,46.269
2004,1000000000.000
572,1000000000.000
592,1000000000.000
140,24.169
306,51.678
336,56.784
110,23.311
173,29.619
45,8.207
208,35.531
115,24.415
75,13.145
95,20.114
240,40.797
2048,1000000000.000
2208,1000000000.000
2560,1000000000.000
400,91.887
4008,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,65.108
612,1000000000.000
672,1000000000.000
220,50.932
346,59.148
90,16.308
416,70.007
230,53.184
150,25.835
190,43.974
480,80.464
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,1000000000.000
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,1000000000.000
1224,1000000000.000
1344,1000000000.000
440,100.976
692,1000000000.000
180,30.707
832,1000000000.000
460,105.438
300,50.684
380,87.388
