data_size(MB),time(ms)
10,3.488
8,2.244
16,4.587
24,6.671
32,8.739
256,72.891
272,74.180
320,86.902
40,13.712
392,129.182
12,3.375
20,5.483
128,34.809
140,46.409
160,43.399
4,1.156
196,64.852
144,39.163
28,8.326
6,1.820
14,4.312
64,17.435
74,21.896
80,21.893
2,0.639
98,32.288
22,6.652
3,0.899
11,3.140
41,13.013
1,0.385
9,2.935
50,16.678
48,13.083
23,6.366
15,4.234
19,5.230
7,2.237
512,143.035
544,148.603
640,178.248
786,258.154
280,92.188
288,78.900
56,16.969
148,40.892
44,14.684
82,23.009
18,5.875
96,26.166
46,13.437
30,9.036
38,11.233
1024,288.390
1088,303.780
1280,408.489
1572,515.283
560,169.944
576,155.982
112,35.888
296,81.771
88,27.385
164,44.521
36,9.839
192,52.250
92,28.873
60,16.368
76,24.004
2048,640.018
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,367.334
1152,364.964
224,71.407
592,163.153
176,55.140
328,89.089
72,19.609
384,104.806
184,56.049
120,32.562
152,46.435
