data_size(MB),time(ms)
25,5.159
20,3.888
40,8.113
60,11.257
80,15.239
512,97.171
552,102.471
640,118.585
100,18.618
1002,182.972
30,5.695
50,9.354
256,47.553
286,53.197
320,59.790
10,3.447
502,91.761
296,55.020
70,13.661
15,2.921
35,6.622
128,23.883
153,28.771
160,29.787
5,1.117
250,46.055
168,31.306
55,10.338
7,1.549
27,5.197
64,12.007
86,16.732
2,0.577
22,4.177
126,23.524
104,20.192
57,10.630
37,7.098
47,8.969
17,3.358
120,22.391
1024,189.627
1104,205.524
1280,236.820
200,36.905
2004,366.364
572,107.559
592,109.735
140,26.085
306,56.842
336,64.028
110,20.584
173,32.897
45,9.180
208,38.725
115,21.504
75,14.538
95,17.723
240,47.152
2048,379.753
2208,409.465
2560,473.602
400,73.175
4008,725.947
1144,213.353
1184,220.263
280,51.267
612,113.617
672,124.709
220,40.989
346,64.715
90,16.855
416,77.311
230,42.804
150,27.974
190,35.130
480,90.850
4096,759.590
4416,1000000000.000
5120,1000000000.000
800,146.027
8016,1000000000.000
2288,424.221
2368,439.715
560,104.246
1224,227.059
1344,248.892
440,81.617
692,128.364
180,36.184
832,154.255
460,85.093
300,55.702
380,69.559
