data_size(MB),time(ms)
10,3.447
8,1.602
16,3.089
24,4.580
32,6.071
256,47.553
272,51.321
320,59.790
40,8.113
392,71.822
12,2.771
20,3.888
128,23.883
140,26.085
160,29.787
4,0.899
196,36.242
144,27.119
28,5.377
6,1.409
14,3.357
64,12.007
74,13.851
80,15.239
2,0.577
98,18.331
22,4.177
3,0.748
11,2.164
41,7.716
1,0.398
9,1.800
50,9.354
48,9.052
23,4.405
15,2.921
19,4.361
7,1.549
512,97.171
544,100.960
640,118.585
786,144.141
280,51.267
288,53.563
56,11.023
148,27.557
44,8.331
82,15.333
18,3.969
96,17.945
46,8.687
30,5.695
38,7.202
1024,189.627
1088,201.489
1280,236.820
1572,285.466
560,104.246
576,108.380
112,22.550
296,55.020
88,16.506
164,30.552
36,6.816
192,36.235
92,17.232
60,11.257
76,14.207
2048,379.753
2176,402.917
2560,473.602
3142,573.795
1120,207.660
1152,213.438
224,41.701
592,109.735
176,32.825
328,60.945
72,13.482
384,71.229
184,34.296
120,22.391
152,28.367
